commit	composite_score	mean_reward	memory_gb	status	description	e2e_seconds	api_cost_usd	cogs_junctions_held	cogs_junctions_aligned	clips_junctions_held	aligned_by_agent	scrambled_by_agent	cells_visited	deaths	move_success	move_failed	vibe_changes	carbon_deposited	carbon_amount	oxygen_amount	silicon_amount	germanium_amount	heart_amount	miner_gained	aligner_gained	scrambler_gained	scout_gained
ee360ae	0.000000	0.000000	0.000	crash	milestones_2 baseline
83479bb	0.000000	0.000000	0.000	crash	milestones_2 baseline
e107db6	0.000000	0.000000	0.000	crash	milestones_2 baseline
0198a04	0.498750	0.498750	0.000	keep	milestones_2 baseline
ac95561	0.048000	0.048000	0.000	keep	milestones_2:25 compounding factor
f88dfe1	-0.539687	-0.539687	0.000	crash	milestones_2 + credit (dense bootstrap)
62f1509	0.231389	0.231389	0.000	keep	milestones_2 ent_coef=0.05
3c0de34	0.048500	0.048500	0.000	keep	milestones_2:10 compounding
9a52625	0.025312	0.025312	0.000	keep	milestones_2 minibatch=2048
40671f8	0.073875	0.073875	0.000	keep	milestones_2 stateless policy
70dd9bb	0.946045	0.946045	0.000	keep	milestones (no compounding)
3c84727	0.056500	0.056500	0.000	keep	milestones + milestones_2 stacked
940746e	0.865931	0.865931	0.000	keep	milestones + penalize_vibe_change
d509d84	0.862031	0.862031	0.000	keep	milestones lr=0.002
d8e48ff	0.967782	0.967782	0.000	keep	milestones minibatch=8192
12fde24	1.045807	1.045807	0.000	keep	milestones minibatch=8192 lr=0.001
bfb3785	0.970249	0.970249	0.000	keep	milestones minibatch=8192 lr=0.0015
cde8255	1.000053	1.000053	0.000	keep	milestones minibatch=16384 lr=0.001
42f6fc1	0.969749	0.969749	0.000	keep	milestones mb=8192 lr=0.001 gamma=0.999 gae=0.95
71c0b4e	0.879180	0.879180	0.000	keep	milestones mb=8192 lr=0.001 epochs=2
f5851b9	1.000053	1.000053	0.000	keep	milestones mb=8192 lr=0.001 ent=0.005
a9995c5	1.000053	1.000053	0.000	keep	milestones mb=8192 lr=0.001 clip=0.1
e238dcb	0.062500	0.062500	0.000	keep	no_objective + milestones mb=8192 lr=0.001
cf6f139	67.714020	67.714020	0.000	keep	milestones + role_conditional mb=8192 lr=0.001
049d872	63.299636	63.299636	0.000	keep	role_conditional alone mb=8192 lr=0.001
e2dc3b8	67.910446	67.910446	0.000	keep	milestones + role_conditional + penalize_vibe_change
c0d6515	46.900490	46.900490	0.000	keep	milestones + role_conditional + penalize_vibe_change hidden_size=512
4f06bb4	100.546450	100.546450	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit
4f06bb4	100.546450	100.546450	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit
b417516	70.251280	70.251280	0.000	keep	milestones + milestones_2 + role_conditional + penalize_vibe_change + credit
68733bb	61.209363	61.209363	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit TIME_BUDGET=1200
c2f19c3	68.375671	68.375671	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit ent_coef=0.05
bb0590d	84.885930	84.885930	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit gae_lambda=0.95
42c84ea	42.896097	42.896097	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit lr=0.0005
6f03907	54.467262	54.467262	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit vf_coef=1.0
7df4d96	25.177572	25.177572	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit gamma=0.99
7df4d96	29.156599	29.156599	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit update_epochs=2
897994e	51.766693	51.766693	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit mb=16384
28405a4	51.732724	51.732724	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + aligner
d546ec0	28.988475	28.988475	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit bptt=128
d546ec0	22.824655	22.824655	0.000	keep	milestones_2 + role_conditional + penalize_vibe_change + credit
3105862	32.470110	32.470110	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit ent_coef=0.005
47d4f9a	18.291023	18.291023	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit clip_coef=0.3
77f6ff7	6.436445	6.436445	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit gae_lambda=0.80
65581d9	71.927720	71.927720	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit vf_coef=3.0
54223a7	46.660047	46.660047	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + miner
54223a7	46.660047	46.660047	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit + miner
4ba6771	234.003110	234.003110	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + scout
1a29b82	233.584500	233.584500	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + scout + scrambler
1a29b82	233.584500	233.584500	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit + scout + scrambler
710c38c	215.306060	215.306060	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + scout TIME_BUDGET=1200
710c38c	215.306060	215.306060	0.000	discard	milestones + role_conditional + penalize_vibe_change + credit + scout TIME_BUDGET=1200
e3b2a41	80.389570	80.389570	0.000	keep	milestones + role_conditional + penalize_vibe_change + scout (no credit)
e3b2a41	80.389570	80.389570	0.000	discard	milestones + role_conditional + penalize_vibe_change + scout (no credit)
e8a1f18	0.000000	0.000000	0.000	crash	milestones + role_conditional + credit + scout (no penalize_vibe_change)
d4da31b	322.241272	322.241272	0.000	keep	milestones + role_conditional + penalize_vibe_change + credit + scout
9dfaf64	71.194595	71.194595	0.000	keep	milestones_2:25 + role_conditional + penalize_vibe_change ent_coef=0.10 5min — clean no miner/scout, hunting hearts	2026-03-12T06:29:02	311			257.0	0.0	1191719.2	0.1	0.0	2651983.5	4.5	4692.1	3515.2	0.0	2.0	4.4	4.8	6.0	10.9	1.8	0.3	0.4	0.4	0.3
5b28400	51.144032	51.144032	0.000	keep	milestones_2:50 + role_conditional + penalize_vibe_change ent_coef=0.10 10min — stronger objective, scale hearts	2026-03-12T06:40:12	615			0.0	0.0	1202056.2	0.0	0.0	2156284.5	2.0	4493.9	3654.6	0.0	1.0	11.4	12.5	12.6	11.6	1.6	0.2	0.2	0.2	0.1
ccbbe87	66.580029	66.580029	0.000	keep	milestones_2:25 + role_conditional + penalize_vibe_change ent_coef=0.10 20min lr=0.002 — longer run on breakthrough config	2026-03-12T07:01:25	1224			0.0	0.0	1194096.2	0.0	0.0	2863317.8	3.0	4563.3	3658.5	0.0	7.5	4.9	13.4	6.2	2.8	1.5	0.3	0.3	0.3	0.1
2b57941	63.213648	63.213648	0.000	keep	milestones_2:25 + role_conditional + penalize_vibe_change + credit ent_coef=0.10 10min — credit boosts heart/gear pickup	2026-03-12T07:12:38	616			0.0	0.0	1188516.6	0.0	0.0	2751848.4	4.2	4650.4	3541.2	0.0	4.8	10.6	8.6	7.4	4.9	2.2	0.4	0.2	0.3	0.2
6ac5583	61.495986	61.495986	0.000	keep	milestones + milestones_2:25 + role_conditional + penalize_vibe 10min — direct alignment reward (1.0/align) + compounding	2026-03-12T07:23:45	615			108.5	0.0	1197293.0	0.0	0.0	2609315.4	2.4	4513.3	3744.4	0.0	4.2	17.9	16.2	17.6	19.0	3.1	0.1	0.2	0.2	0.1
59536fe	76.640918	76.640918	0.000	keep	milestones + milestones_2:25 + role_cond + penalize_vibe + aligner 5min — aligner reward ALL agents to force alignment discovery	2026-03-12T07:30:00	312			0.0	0.0	1190854.5	0.0	0.0	2808552.1	3.1	4538.8	3689.9	0.0	2.8	15.1	14.2	12.8	14.1	2.4	0.1	0.1	0.1	0.2
09c274c	60.045445	60.045445	0.000	keep	milestones_2:25 + role_cond + penalize_vibe 10min ent=0.10 — exact exp1 config at 2x budget	2026-03-12T07:41:10	616			173.0	0.0	1195705.2	0.0	0.0	2482595.7	3.1	4702.1	3576.6	0.0	2.0	6.4	10.0	8.1	6.9	1.2	0.3	0.3	0.4	0.2
2240748	0.000000	0.000000	0.000	crash	training_facility_open_1 milestones_2:25 + role_cond + penalize_vibe 5min — tiny map diagnostic for alignment chain	2026-03-12T07:43:36	29			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fa02376	1.381046	1.381046	0.000	keep	aligner_tutorial milestones_2:25 + role_cond + penalize_vibe 5min — no clips, learn alignment chain	2026-03-12T07:50:00	329			0.0	0.0	0.0	0.0	0.0	70890.0	0.8	555.5	266.7	0.0	0.0	33.9	33.7	33.2	33.3	118.8	0.1	0.0	0.1	0.1
a5e548f	2.185985	2.185985	0.000	keep	aligner_tutorial milestones + aligner + credit ent=0.15 5min — direct alignment reward + gear pickup + heart bootstrap	2026-03-12T07:56:40	330			440.9	1.0	0.0	0.2	0.0	77638.1	0.6	678.3	116.2	0.0	2.0	31.2	32.6	31.2	33.1	115.4	0.1	0.2	0.2	0.3
7077bad	0.282369	0.282369	0.000	keep	main_mission milestones + aligner + scrambler + credit ent=0.15 10min — transfer tutorial formula, add scrambler for clips	2026-03-12T08:07:45	616			257.0	0.0	1199655.9	0.1	0.0	958644.5	1.4	4151.2	3788.3	0.0	17.0	9.2	2.0	2.4	2.6	0.0	0.2	0.2	0.2	0.2
1fc2315	1.446564	1.446564	0.000	keep	milestones_2:25 + milestones + aligner + credit ent=0.15 10min — compounding + direct alignment + gear bootstrap	2026-03-12T08:19:04	615			714.8	0.0	1188627.0	0.1	0.1	1849055.1	2.9	5044.8	2960.2	0.0	4.9	3.0	8.8	2.9	2.9	0.1	0.2	0.3	0.2	0.3
f29e81a	-0.507219	-0.507219	0.000	crash	milestones_2:25 + milestones + aligner + credit ent=0.15 20min lr=0.002 — scale up best formula	2026-03-12T08:40:03	1222			206.9	0.0	1203088.6	0.1	0.0	2132476.9	4.5	5291.0	2709.5	0.0	10.2	8.4	4.0	6.8	10.2	0.0	0.5	0.4	0.5	0.3
0a6daf5	0.254425	0.254425	0.000	keep	milestones_2:25 + milestones + aligner + credit ent=0.15 10min 128envs — 2x SPS on A40	2026-03-12T08:51:13	617			526.8	0.0	1194917.6	0.0	0.0	1545924.9	2.7	5102.7	2882.5	0.0	17.2	14.2	3.5	2.8	2.1	0.0	0.3	0.2	0.4	0.3
c67fda5	-0.592225	-0.592225	0.000	crash	milestones_2:25 + milestones + aligner + credit ent=0.15 10min bptt=64 — faster credit assignment	2026-03-12T09:02:17	616			197.5	0.0	1194457.9	0.1	0.0	1681053.1	3.0	4763.1	3210.6	0.0	6.4	8.5	5.9	8.0	2.8	0.5	0.5	0.4	0.4	0.4
e3355bd	53.109926	53.109926	0.000	keep	milestones_2:25 + milestones + role_cond + aligner + credit ent=0.15 10min — role specialization on best formula	2026-03-12T09:13:32	616			254.2	0.0	1188879.4	0.1	0.0	2111573.6	2.8	4744.1	3409.3	0.0	2.0	1.0	2.9	7.9	9.0	2.4	0.3	0.5	0.4	0.3
54c97ee	58.652246	58.652246	0.000	discard	milestones_2:25 + milestones + role_cond + penalize_vibe + aligner ent=0.10 10min — breakthrough formula + milestones + aligner	2026-03-13T08:47:31	618			62.0	0.0	1193528.1	0.0	0.0	2419405.7	3.4	4776.1	3513.3	0.0	5.8	6.5	5.2	6.1	5.4	0.8	0.3	0.4	0.4	0.2
53bb069	64.257865	64.257865	0.000	keep	milestones_2:25 + milestones + role_cond + penalize_vibe + credit ent=0.10 10min — hearts formula + credit for gear bootstrap	2026-03-13T09:00:53	619			185.1	0.0	1201752.0	0.0	0.0	2702856.7	4.0	4727.9	3550.9	0.0	2.5	3.6	3.4	6.4	9.6	0.4	0.4	0.3	0.4	0.2
